"cite.key","study_type","sampling","sampling_time","pop_cn","pop_sn","exposure","control","outcome","treatment","group","mean","scale","mean.unit","var","lower","upper","var.unit","multiplier","n","remarks","ratio"
"lesmerisesRefugePredationRisk2017","treatment-control","FIS",1800,"Gaspesie Caribou","Rangifer tarandus caribou","passive disturbance","none","foraging","control","",20.36,"percentage","n",12.48,NA,NA,"sd",NA,40,"",1.63141025641026
"lesmerisesRefugePredationRisk2017","treatment-control","FIS",1800,"Gaspesie Caribou","Rangifer tarandus caribou","passive disturbance","none","vigilance","control","",5.44,"percentage","n",6.28,NA,NA,"sd",NA,40,"",0.866242038216561
"liCollectiveVigilanceWintering2016","treatment-control","scan",9000,"Hooded Crane","Grys monacha","active disturbance","negative control","vigilance","active disturbance","",18.445,"percentage","n",1.33,NA,NA,"se",NA,35,"",13.8684210526316
"liCollectiveVigilanceWintering2016","treatment-control","scan",9000,"Hooded Crane","Grys monacha","active disturbance","negative control","vigilance","control","",17.68,"percentage","n",1.8,NA,NA,"se",NA,40,"",9.82222222222222
"liQuantifyingHumanDisturbance2011","correlational","FIS",120,"Yellowbellied Marmot","Marmota flaviventris","active disturbance","none","vigilance","active disturbance","",-0.144,"proportion","coefficient",0.11734693877551,0.086,-0.374,"credible interval",-1,96,"treatment:control",1.22713043478261
"liQuantifyingHumanDisturbance2011","correlational","FIS",120,"Yellowbellied Marmot","Marmota flaviventris","active disturbance","none","foraging","active disturbance","",0.136,"proportion","coefficient",0.162244897959184,0.433,-0.203,"credible interval",-1,96,"treatment:control",0.838238993710692
"liVigilanceActivityTimeBudget2015","treatment-control","FIS",480,"Hooded Crane","Grus monacha","active disturbance","negative control","foraging","control","",152.16,"percentage","time",8.16,NA,NA,"sd",NA,248,"",18.6470588235294
"liVigilanceActivityTimeBudget2015","treatment-control","FIS",480,"Hooded Crane","Grus monacha","active disturbance","negative control","foraging","active disturbance","",336,"percentage","time",8.16,NA,NA,"sd",NA,137,"",41.1764705882353
"liVigilanceActivityTimeBudget2015","treatment-control","FIS",480,"Hooded Crane","Grus monacha","active disturbance","negative control","vigilance","control","",90.24,"percentage","time",5.76,NA,NA,"sd",NA,248,"",15.6666666666667
"liVigilanceActivityTimeBudget2015","treatment-control","FIS",480,"Hooded Crane","Grus monacha","active disturbance","negative control","vigilance","active disturbance","",121.92,"percentage","time",6.72,NA,NA,"sd",NA,137,"",18.1428571428571
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","vigilance","control","juvenile",17.28,"percentage","time",2.88,NA,NA,"se",NA,15,"",6
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","vigilance","active disturbance","juvenile",16.56,"percentage","time",3.84,NA,NA,"se",NA,15,"",4.3125
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","foraging","control","juvenile",136.56,"percentage","time",15.36,NA,NA,"se",NA,15,"",8.890625
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","foraging","active disturbance","juvenile",162.48,"percentage","time",16.32,NA,NA,"se",NA,15,"",9.95588235294118
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","vigilance","control","adults",15.12,"percentage","time",2.64,NA,NA,"se",NA,20,"",5.72727272727273
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","vigilance","active disturbance","adults",31.68,"percentage","time",5.04,NA,NA,"se",NA,20,"",6.28571428571429
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","foraging","control","adults",133.2,"percentage","time",10.32,NA,NA,"se",NA,20,"",12.906976744186
"loehrGenderAgeclassspecificReactions2005","treatment-control","FIS",240,"Thinhorn Sheep","Ovis dalli","active disturbance","negative control","foraging","active disturbance","adults",136.08,"percentage","time",15.6,NA,NA,"se",NA,20,"",8.72307692307692
"lopesHumanmodifiedLandscapesAlter2021","treatment-control","-",NA,"Capybaras","-","passive disturbance","negative control","home range","passive disturbance","",35.85,"","ha",24.95,NA,NA,"sd",NA,14,"human modified landscape",1.43687374749499
"lopesHumanmodifiedLandscapesAlter2021","treatment-control","-",NA,"Capybaras","-","passive disturbance","negative control","home range","control","",87.21,"","ha",60.1,NA,NA,"sd",NA,3,"natural landscape",1.45108153078203
"matsonFactorsAffectingVigilance2005","treatment-control","FIS",300,"Impala","","hunting","negative control","vigilance","hunted","time",60,"proportion","time",3,NA,NA,"se",NA,211,"Humani",20
"matsonFactorsAffectingVigilance2005","treatment-control","FIS",300,"Impala","","hunting","negative control","vigilance","control","time",54,"proportion","time",6,NA,NA,"se",NA,131,"Senuko",9
"matsonFactorsAffectingVigilance2005","treatment-control","FIS",300,"Impala","","hunting","negative control","vigilance","hunted","rate",8.36,"","rate",0.33,NA,NA,"se",NA,211,"Humani",25.3333333333333
"matsonFactorsAffectingVigilance2005","treatment-control","FIS",300,"Impala","","hunting","negative control","vigilance","control","rate",8.18,"","rate",0.57,NA,NA,"se",NA,131,"Senuko",14.3508771929825
"montero-quintanaEcotourismImpactsBehaviour2020","BACI","scan",NA,"Whale Shark","Rhincodon typus","active disturbance","negative control","foraging","before treatment","",53.04,"proportion","n",5.44,NA,NA,"se",NA,68,"",9.75
"montero-quintanaEcotourismImpactsBehaviour2020","BACI","scan",NA,"Whale Shark","Rhincodon typus","active disturbance","negative control","foraging","after treatment","",42.84,"proportion","n",5.44,NA,NA,"se",NA,68,"",7.875
"montero-quintanaEcotourismImpactsBehaviour2020","BACI","scan",NA,"Whale Shark","Rhincodon typus","active disturbance","negative control","vigilance","before treatment","",0,"proportion","n",0,NA,NA,"se",NA,44,"",NA
"montero-quintanaEcotourismImpactsBehaviour2020","BACI","scan",NA,"Whale Shark","Rhincodon typus","active disturbance","negative control","vigilance","after treatment","",30.8,"proportion","n",16.72,NA,NA,"se",NA,44,"",1.84210526315789
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Western Sandpiper","","active disturbance","negative control","foraging","control","",103.68,"proportion","time",11.28,NA,NA,"se",NA,30,"",9.19148936170213
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Western Sandpiper","","active disturbance","negative control","foraging","active disturbance","",92.16,"proportion","time",15.96,NA,NA,"se",NA,11,"",5.77443609022556
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Western Sandpiper","","active disturbance","negative control","vigilance","control","",3.72,"proportion","time",3.12,NA,NA,"se",NA,30,"",1.19230769230769
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Western Sandpiper","","active disturbance","negative control","vigilance","active disturbance","",0.6,"proportion","time",4.68,NA,NA,"se",NA,11,"",0.128205128205128
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Semipalmated Plover","","active disturbance","negative control","foraging","control","",94.8,"proportion","time",17.16,NA,NA,"se",NA,24,"",5.52447552447553
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Semipalmated Plover","","active disturbance","negative control","foraging","active disturbance","",83.64,"proportion","time",32.28,NA,NA,"se",NA,7,"",2.5910780669145
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Semipalmated Plover","","active disturbance","negative control","vigilance","control","",18.24,"proportion","time",13.56,NA,NA,"se",NA,24,"",1.34513274336283
"murchisonHumanActivityHabitat2016","treatment-control","FIS",120,"Semipalmated Plover","","active disturbance","negative control","vigilance","active disturbance","",50.16,"proportion","time",25.44,NA,NA,"se",NA,7,"",1.97169811320755
"pangleLethalNonlethalAnthropogenic2010","treatment-control","FIS",600,"Spotted Hyena","","hunting/nonhunting disturbance/natural predator playback","positive control","vigilance","hunting","",38.76,"percentage","time",10.152,NA,NA,"se",NA,19,"Treatment 1",3.81796690307329
"pangleLethalNonlethalAnthropogenic2010","treatment-control","FIS",600,"Spotted Hyena","","hunting/nonhunting disturbance/natural predator playback","positive control","vigilance","control","",92.388,"percentage","time",16.668,NA,NA,"se",NA,21,"Treatment 1",5.54283657307415
"pecorellaEffectsCullingVigilance2016","correlational","FIS",600,"Fallow Deer","Dama dama","hunting","negative control","foraging","hunting","",0.26,"proportion","coefficient",0.114,NA,NA,"se",-1,350,"treatment:control",2.28070175438596
"pecorellaEffectsCullingVigilance2016","correlational","FIS",600,"Fallow Deer","Dama dama","hunting","negative control","vigilance","hunting","",-0.223,"proportion","coefficient",0.112,NA,NA,"se",-1,350,"treatment:control",1.99107142857143
"peksaDaytimeActivityBudget2018","correlational","FIS",5802,"Tatra Chamois","Rupicapra rupicapra tatrica","passive disturbance","none","vigilance","passive disturbance","",-3.92,"","coefficient",0.446428571428571,-3.04,-4.79,"ci",-1,144,"",8.7808
"podgorskiSpatiotemporalBehavioralPlasticity2013","treatment-control","GPS",NA,"Wild Boar","Sus scofra","active disturbance","negative control","displacement","control","",6.8,"","km",2.56,NA,NA,"sd",NA,20,"",2.65625
"podgorskiSpatiotemporalBehavioralPlasticity2013","treatment-control","GPS",NA,"Wild Boar","Sus scofra","active disturbance","negative control","displacement","active disturbance","",12.9,"","km",6.51,NA,NA,"sd",NA,6,"",1.9815668202765
"podgorskiSpatiotemporalBehavioralPlasticity2013","treatment-control","GPS",NA,"Wild Boar","Sus scofra","active disturbance","negative control","home range","control","",2.2,"","kmsq",0.94,NA,NA,"sd",NA,29,"",2.34042553191489
"podgorskiSpatiotemporalBehavioralPlasticity2013","treatment-control","GPS",NA,"Wild Boar","Sus scofra","active disturbance","negative control","home range","active disturbance","",1,"","kmsq",0.6,NA,NA,"sd",NA,5,"",1.66666666666667
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","control","forested area",958.57,"","km",88.43,NA,NA,"sd",NA,15,"",10.8398733461495
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","control","grassland",1153.84,"","km",29.1600000000001,NA,NA,"sd",NA,15,"",39.5692729766802
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","control","hills",846.15,"","km",28.85,NA,NA,"sd",NA,15,"",29.3292894280763
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","hunting","forested area",2520,"","km",997,NA,NA,"sd",NA,15,"",2.52758274824473
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","hunting","grassland",1923,"","km",130,NA,NA,"sd",NA,15,"",14.7923076923077
"proffittContrastingEffectsWolves2009","treatment-control","GPS",NA,"Elk","-","hunting","none","displacement","hunting","hills",1201,"","km",154,NA,NA,"sd",NA,15,"",7.7987012987013
"reimersVigilanceFrightBehaviour2011","correlational","FIS",600,"Svalbard Reindeer","Rangifer tarandus platyrhynchus","active disturbance","negative control","vigilance","active disturbance","",-0.4102,"","coefficient",0.216,NA,NA,"se",-1,282,"number of bouts",1.89907407407407
"reimersVigilanceFrightBehaviour2011","correlational","FIS",600,"Svalbard Reindeer","Rangifer tarandus platyrhynchus","active disturbance","negative control","vigilance","hunting","",-0.5165,"","coefficient",0.2419,NA,NA,"se",-1,295,"number of bouts",2.13517982637453
"reimersVigilanceFrightBehaviour2011","correlational","FIS",600,"Svalbard Reindeer","Rangifer tarandus platyrhynchus","active disturbance","negative control","vigilance","active disturbance","",0.2337,"","coefficient",0.1224,NA,NA,"se",-1,282,"duration",1.9093137254902
"reimersVigilanceFrightBehaviour2011","correlational","FIS",600,"Svalbard Reindeer","Rangifer tarandus platyrhynchus","active disturbance","negative control","vigilance","hunting","",0.3219,"","coefficient",0.1398,NA,NA,"se",-1,295,"",2.30257510729614
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","control","salt marsh/male",828,"percentage","time",276,NA,NA,"sd",NA,41,"",3
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","control","salt marsh",756,"percentage","time",348,NA,NA,"sd",NA,19,"",2.17241379310345
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","control","river",516,"percentage","time",324,NA,NA,"sd",NA,221,"",1.59259259259259
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","active disturbance","salt marsh/male",576,"percentage","time",372,NA,NA,"sd",NA,124,"",1.54838709677419
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","active disturbance","salt marsh",528,"percentage","time",336,NA,NA,"sd",NA,92,"",1.57142857142857
"rodeBehavioralResponsesBrown2006","BACI","FIS",1200,"Brown Bear","ursus arctos","active disturbance","negative control","foraging","active disturbance","river",636,"percentage","time",396,NA,NA,"sd",NA,396,"",1.60606060606061
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","vigilance","control","rate",4,"","rate",1.6,NA,NA,"sd",NA,79,"",2.5
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","vigilance","active disturbance","rate",5.2,"","rate",1.6,NA,NA,"sd",NA,63,"",3.25
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","foraging","control","rate",1.4,"","rate",1,NA,NA,"sd",NA,79,"",1.4
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","foraging","active disturbance","rate",1.87,"","rate",1.8,NA,NA,"sd",NA,63,"",1.03888888888889
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","vigilance","control","time",14,"","time",9.7,NA,NA,"sd",NA,79,"",1.44329896907217
"severcanEffectsFlockSize2011","treatment-control","FIS",NA,"Eurasian Coot","Fulica atra","active disturbance","negative control","vigilance","treatment","time",26.4,"","time",10,NA,NA,"sd",NA,63,"",2.64
"shannonBehavioralResponsesAssociated2014","treatment-control","scan",NA,"Pronghorn","","passive disturbance","none","foraging","passive disturbance","",0.32,"","n/min",0.00918367346938776,0.322,0.286,"ci",-1,1061,"",34.8444444444444
"shannonBehavioralResponsesAssociated2014","treatment-control","scan",NA,"Pronghorn","","passive disturbance","none","foraging","control","",0.234,"","n/min",0.0285714285714286,0.288,0.176,"ci",-1,559,"",8.19
"shannonBehavioralResponsesAssociated2014","treatment-control","scan",NA,"Elk","","passive disturbance","none","foraging","passive disturbance","",0.53,"","n/min",0.0188775510204082,0.573,0.499,"ci",-1,3707,"",28.0756756756757
"shannonBehavioralResponsesAssociated2014","treatment-control","scan",NA,"Elk","","passive disturbance","none","foraging","control","",0.437,"","n/min",0.0387755102040816,0.513,0.361,"ci",-1,1226,"",11.27
"shannonRoadTrafficNoise2014","correlational","scan",NA,"Prairie Dog","Cynomus ludovicianus","passive disturbance","negative control","foraging","control:treatment","",-0.27,"","coefficient",0.0408163265306122,-0.19,-0.35,"ci",NA,20,"",6.615
"shannonRoadTrafficNoise2014","correlational","scan",NA,"Prairie Dog","Cynomus ludovicianus","passive disturbance","negative control","vigilance","control:treatment","",0.6,"","coefficient",0.0433673469387755,0.68,0.51,"ci",NA,20,"",13.8352941176471
"smithFearHumanSuper2017","treatment-control","FIS",900,"Puma","Puma concolor","human playback","positive control","foraging","control","",10.4,"","minutes",3.1,NA,NA,"se",NA,17,"",3.35483870967742
"smithFearHumanSuper2017","treatment-control","FIS",900,"Puma","Puma concolor","human playback","positive control","foraging","hunting","",4.6,"","minutes",2.9,NA,NA,"se",NA,12,"",1.58620689655172
"sonnichsenBehaviouralResponsesEuropean2013","correlational","FIS",NA,"Roe Deer","Capreolus capreolus","hunting/natural predator","negative control","vigilance","treatment:control","",-0.97,"","coefficient",0.16,NA,NA,"se",-1,86,"",6.0625
"uchidaHabituationSensitizationLongterm2021","correlational","FIS",120,"Yellowbellied Marmot","Marmota flaviventer","active disturbance","none","vigilance","control:disturbance","",-0.336,"","coefficient",0.062,NA,NA,"se",NA,316,"",5.41935483870968
"zhengDeterminantsVigilanceReintroduced2013","treatment-control","FIS",600,"Pere David’s Deer","Elaphurus davidianus","active disturbance","negative control","vigilance","active disturbance","male",65.4,"percentage","time",37.8419452887538,249,0,"range",NA,26,"",1.72824096385542
"zhengDeterminantsVigilanceReintroduced2013","treatment-control","FIS",600,"Pere David’s Deer","Elaphurus davidianus","active disturbance","negative control","vigilance","control","male",0,"percentage","time",9.75683890577508,64.2,0,"range",NA,26,"",0
"zhengDeterminantsVigilanceReintroduced2013","treatment-control","FIS",600,"Pere David’s Deer","Elaphurus davidianus","active disturbance","negative control","vigilance","active disturbance","female",52.2,"percentage","time",34.6504559270517,228,0,"range",NA,36,"",1.50647368421053
"zhengDeterminantsVigilanceReintroduced2013","treatment-control","FIS",600,"Pere David’s Deer","Elaphurus davidianus","active disturbance","negative control","vigilance","control","female",36,"percentage","time",29.6352583586626,195,0,"range",NA,36,"",1.21476923076923
"brosethDisturbanceEffectsHunting2010","correlational","GPS",NA,"Willow Ptarmigan","-","hunting","negative control","displacement","hunting","",0.09,"","coefficient",0.198,NA,NA,"se",-1,33,"treatment:control",0.454545454545455
"brosethDisturbanceEffectsHunting2010","correlational","GPS",NA,"Willow Ptarmigan","-","hunting","negative control","home range","hunting","",101.7,"","ha",14.8,NA,NA,"se",NA,20,"",6.87162162162162
"brosethDisturbanceEffectsHunting2010","correlational","GPS",NA,"Willow Ptarmigan","-","hunting","negative control","home range","control","",87.9,"","ha",16.8,NA,NA,"se",NA,13,"",5.23214285714286
"mccormickBoatNoiseImpacts2018","treatment-control","-",NA,"Ward's Damsel Fish","Pomocentrus wardi","passive disturbance","negative control","displacement","control","2-stroke engine",0.646,"proportion","n",0.748,NA,NA,"sd",NA,17,"ambient noice-relative latency",0.863636363636364
"mccormickBoatNoiseImpacts2018","treatment-control","-",NA,"Ward's Damsel Fish","Pomocentrus wardi","passive disturbance","negative control","displacement","passive disturbance","2-stroke engine",1.02,"proportion","n",1.105,NA,NA,"sd",NA,17,"boat noices- relative latency",0.923076923076923
"mccormickBoatNoiseImpacts2018","treatment-control","-",NA,"Ward's Damsel Fish","Pomocentrus wardi","passive disturbance","negative control","displacement","control","4-stroke engine",0.85,"proportion","n",0.935,NA,NA,"sd",NA,17,"ambient noice-relative latency",0.909090909090909
"mccormickBoatNoiseImpacts2018","treatment-control","-",NA,"Ward's Damsel Fish","Pomocentrus wardi","passive disturbance","negative control","displacement","passive disturbance","4-stroke engine",0.85,"proportion","n",0.918,NA,NA,"sd",NA,17,"boat noices- relative latency",0.925925925925926
"brownEvaluatingIndirectEffects2020","treatment-control","-",NA,"Mule Deer","-","hunting","negative control","displacement","hunting","daily diurnal movements",992,"","meters",48,NA,NA,"se",NA,42,"",20.6666666666667
"brownEvaluatingIndirectEffects2020","treatment-control","-",NA,"Mule Deer","-","hunting","negative control","displacement","control","daily diurnal movements",544,"","meters",31,NA,NA,"se",NA,42,"",17.5483870967742
"brownEvaluatingIndirectEffects2020","treatment-control","-",NA,"Mule Deer","-","hunting","negative control","displacement","hunting","daily nocturnal movements",895,"","meters",40,NA,NA,"se",NA,42,"",22.375
"brownEvaluatingIndirectEffects2020","treatment-control","-",NA,"Mule Deer","-","hunting","negative control","displacement","control","daily nocturnal movements",1040,"","meters",50,NA,NA,"se",NA,42,"",20.8
"picardiMovementResponsesRoe2019","treatment-control","GPS",NA,"Roe Deer","Capreolus capreolus","hunting","negative control","movement rate","control","male",36.01,"","m per hour",5.09183673469388,27.05,47.01,"ci",NA,5,"",7.07210420841683
"picardiMovementResponsesRoe2019","treatment-control","GPS",NA,"Roe Deer","Capreolus capreolus","hunting","negative control","movement rate","hunting","male",15.81,"","m per hour",2.06632653061225,12.27,20.37,"ci",NA,4,"",7.65125925925926
"picardiMovementResponsesRoe2019","treatment-control","GPS",NA,"Roe Deer","Capreolus capreolus","hunting","negative control","movement rate","control","female",34.44,"","m per hour",4.32908163265306,26.97,43.94,"ci",NA,7,"",7.95549793753683
"picardiMovementResponsesRoe2019","treatment-control","GPS",NA,"Roe Deer","Capreolus capreolus","hunting","negative control","movement rate","hunting","female",18.25,"","m per hour",2.00510204081633,14.71,22.57,"ci",NA,7,"",9.10178117048346
