"cite.key","group","exposure_category","pop_cn","outcome","smd","se","upper","lower","X","pop_sn","functional_group","trophic_level","cite","year"
"barriEffectsGroupSize2012","","Lethal Interaction","Lesser Rhea","Vigilance",0.694028527702301,0.254480193072361,1.19280054090293,0.195256514501674,20,"Rhea pennata pennata","herbivore","1","Barri et al., 2012",2012
"barriEffectsGroupSize2012","","Lethal Interaction","Lesser Rhea","Foraging",-0.453047260990334,0.250331878007272,0.0375942040861936,-0.943688726066862,20,"Rhea pennata pennata","herbivore","1","Barri et al., 2012",2012
"benevidesFearinducedBehaviouralModifications2019","scuba diver","Active Interaction","Dusky Damselfish","Foraging",1.98068365641724,0.445778490336444,2.85439344255931,1.10697387027517,8,"Stegastes fuscus","herbivore","1","Benevides et al., 2019",2019
"benevidesFearinducedBehaviouralModifications2019","snorkeler","Active Interaction","Dusky Damselfish","Foraging",1.31663745760404,0.402772354950991,2.10605676727637,0.527218147931715,8,"Stegastes fuscus","herbivore","1","Benevides et al., 2019",2019
"benhaiemHuntingIncreasesVigilance2008","","Lethal Interaction","Roe Deer","Vigilance",0.817626563459393,0.221929979708927,1.25260133077859,0.382651796140192,29,"Capreolus capreolus","herbivore","1","Benhaiem et al., 2008",2008
"brosethDisturbanceEffectsHunting2010","","Lethal Interaction","Willow Ptarmigan","Movement",0.222066902332527,0.357309745646348,0.922381135124537,-0.478247330459483,NA,"Lagopus lagopus","granivore","1","Broseth et al., 2010",2010
"brownEvaluatingIndirectEffects2020","daily diurnal movements","Lethal Interaction","Mule Deer","Movement",1.73164750173277,0.255866909580349,2.23313742934582,1.23015757411972,NA,"Odocoileus hemionus","herbivore","1","Brown et al., 2020",2020
"brownEvaluatingIndirectEffects2020","daily nocturnal movements","Lethal Interaction","Mule Deer","Movement",-0.500148698888046,0.221603312477921,-0.0658141875765461,-0.934483210199546,NA,"Odocoileus hemionus","herbivore","1","Brown et al., 2020",2020
"brownEvaluatingIndirectEffects2020","","Lethal Interaction","Mule Deer","Movement",0.212230244656115,0.218831334222909,0.641131778421864,-0.216671289109634,NA,"Odocoileus hemionus","herbivore","1","Brown et al., 2020",2020
"ciutiEffectsHumansBehaviour2012","","Passive Interaction","Elk","Foraging",-2.80360195943797,0.145226272217667,-2.51896369628233,-3.08824022259361,11,"Cervus elaphus","herbivore","1","Ciuti et al., 2012",2012
"fernandez-juricicEffectsHumanDisturbance2000","Moro","Active Interaction","Blackbird","Vigilance",0.786141581878509,0.328215222581892,1.42943159731681,0.142851566440205,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"fernandez-juricicEffectsHumanDisturbance2000","Oeste","Active Interaction","Blackbird","Vigilance",0.626674217170126,0.323896599520314,1.26149988694493,-0.00815145260468209,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"fernandez-juricicEffectsHumanDisturbance2000","Retiro","Active Interaction","Blackbird","Vigilance",0.679619811405367,0.325228440639319,1.31705584180656,0.0421837810041783,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"fernandez-juricicEffectsHumanDisturbance2000","Moro","Active Interaction","Blackbird","Foraging",-0.304992013665896,0.318060924360412,0.31839594297003,-0.928379970301821,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"fernandez-juricicEffectsHumanDisturbance2000","Oeste","Active Interaction","Blackbird","Foraging",-0.326659423636688,0.318329750004823,0.297255421580405,-0.95057426885378,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"fernandez-juricicEffectsHumanDisturbance2000","Retiro","Active Interaction","Blackbird","Foraging",-0.304860282174872,0.318059345713338,0.318524580369645,-0.928245144719389,4,"Turdus merula","omnivore","1","Fernandez-Juricic et al., 2000",2000
"gavinPronghornAntilocapraAmericana2006","","Passive Interaction","Pronghorn Antelope","Foraging",-0.220486931851212,0.12842531866264,0.031222067430643,-0.472195931133067,26,"Antilocapra americana","herbivore","1","Gavin et al., 2006",2006
"gavinPronghornAntilocapraAmericana2006","","Passive Interaction","Pronghorn Antelope","Vigilance",0.282842712474619,0.128675471824199,0.535042002943748,0.0306434220054898,26,"Antilocapra americana","herbivore","1","Gavin et al., 2006",2006
"gerte.olssonEffectsHuntingWillow1996","","Lethal Interaction","Willow Grouse","Movement",0.257149413052952,0.220576885168318,0.689472163804883,-0.175173337698979,42,"Lagopus lagopus","granivore","1","E. Olsson et al., 1996",1996
"gerte.olssonEffectsHuntingWillow1996","","Lethal Interaction","Willow Grouse","Movement",0.40879496775507,0.221951618003978,0.84381214535326,-0.0262222098431194,42,"Lagopus lagopus","granivore","1","E. Olsson et al., 1996",1996
"giordanoPreyResponsesPredation2022","","Passive Interaction","Chipmunk","Foraging",-0.385469479135486,0.239573770886352,0.0840864834422144,-0.855025441713186,7,"Tamias striatus","herbivore","1","Giordano et al., 2022",2022
"giordanoPreyResponsesPredation2022","","Passive Interaction","White-footed mouse","Foraging",1.25427286781119,0.29293989057387,1.82842450297107,0.680121232651296,22,"Peromyscus leucopus","herbivore","1","Giordano et al., 2022",2022
"giordanoPreyResponsesPredation2022","","Passive Interaction","Chipmunk","Vigilance",0.873346654621289,0.248436259866342,1.36027277641315,0.386420532829425,7,"Tamias striatus","herbivore","1","Giordano et al., 2022",2022
"giordanoPreyResponsesPredation2022","","Passive Interaction","White-footed mouse","Vigilance",0,NA,0,0,22,"Peromyscus leucopus","herbivore","1","Giordano et al., 2022",2022
"grignolioEffectsHuntingHounds2011","","Lethal Interaction","Roe Deer","Movement",0.154086019248825,0.149063106724839,0.44624433985316,-0.13807230135551,29,"Capreolus capreolus","herbivore","1","Grignolio et al., 2011",2011
"liCollectiveVigilanceWintering2016","","Active Interaction","Hooded Crane","Vigilance",0.333246853031662,0.233048889731601,0.790014283542647,-0.123520577479322,17,"Grus monacha","insectivore","2","Li et al., 2016",2016
"liVigilanceActivityTimeBudget2015","2013_adult","Active Interaction","Hooded Crane","Foraging",1.56369489605115,0.120445161277191,1.79976307426656,1.32762671783574,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2013_adult","Active Interaction","Hooded Crane","Vigilance",0.366647284735383,0.107266550488107,0.576885860437921,0.156408709032845,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2013_juvenile","Active Interaction","Hooded Crane","Foraging",1.41366690465461,0.199795291882143,1.80525848102428,1.02207532828495,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2013_juvenile","Active Interaction","Hooded Crane","Vigilance",0.165530885315451,0.180453542178256,0.519213328867511,-0.18815155823661,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2012_Adult","Active Interaction","Hooded Crane","Foraging",0.805269840221857,0.435235969608224,1.65831666543035,-0.0477769849866326,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2012_Adult","Active Interaction","Hooded Crane","Vigilance",-0.669044150675542,0.431829628515783,0.177326368672703,-1.51541467002379,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2012_Juvenile","Active Interaction","Hooded Crane","Foraging",0.457584964226185,0.328139587405243,1.10072673744229,-0.185556808989926,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"liVigilanceActivityTimeBudget2015","2012_Juvenile","Active Interaction","Hooded Crane","Vigilance",-0.21234438681314,0.325521419323476,0.425665871257234,-0.850354644883515,17,"Grus monacha","insectivore","2","Li et al., 2015",2015
"loehrGenderAgeclassspecificReactions2005","juvenile","Active Interaction","Thinhorn Sheep","Vigilance",-0.0566946709513841,0.365221720002938,0.659126746626147,-0.772516088528915,37,"Ovis dalli","herbivore","1","Loehr et al., 2005",2005
"loehrGenderAgeclassspecificReactions2005","juvenile","Active Interaction","Thinhorn Sheep","Foraging",0.437135918532552,0.369483599348949,1.16131046613472,-0.287038629069616,37,"Ovis dalli","herbivore","1","Loehr et al., 2005",2005
"loehrGenderAgeclassspecificReactions2005","adults","Active Interaction","Thinhorn Sheep","Vigilance",0.944319874948176,0.33338678787225,1.59774597209928,0.290893777797071,37,"Ovis dalli","herbivore","1","Loehr et al., 2005",2005
"loehrGenderAgeclassspecificReactions2005","adults","Active Interaction","Thinhorn Sheep","Foraging",0.0499553550054229,0.31627708456142,0.669847049881135,-0.569936339870289,37,"Ovis dalli","herbivore","1","Loehr et al., 2005",2005
"lopesHumanmodifiedLandscapesAlter2021","","Passive Interaction","Capybaras","Movement",-1.79134882627885,0.706499976672814,-0.406634316921744,-3.17606333563595,6,"Hydrochoerus hydrochaeris","herbivore","1","Lopes et al., 2021",2021
"matsonFactorsAffectingVigilance2005","time","Lethal Interaction","Impala","Vigilance",0.110342512246879,0.111313632021871,0.32851322199809,-0.107828197504333,19,"Aepyceros melampus","herbivore","1","Matson et al., 2005",2005
"matsonFactorsAffectingVigilance2005","rate","Lethal Interaction","Impala","Vigilance",0.0327140752520119,0.111240680125148,0.250741801913043,-0.185313651409019,19,"Aepyceros melampus","herbivore","1","Matson et al., 2005",2005
"mccormickBoatNoiseImpacts2018","2-stroke engine","Passive Interaction","Ward's Damsel Fish","Movement",0.408579472712263,0.346557379713872,1.08781945552802,-0.270660510103497,NA,"Chromis wardi","herbivore","1","I. McCormick et al., 2018",2018
"mccormickBoatNoiseImpacts2018","4-stroke engine","Passive Interaction","Ward's Damsel Fish","Movement",0,0.342997170285018,0.672262100557787,-0.672262100557787,NA,"Chromis wardi","herbivore","1","I. McCormick et al., 2018",2018
"murchisonHumanActivityHabitat2016","","Active Interaction","Western Sandpiper","Foraging",-0.197656085166358,0.353155578164647,0.49451612897577,-0.889828299308485,39,"Calidris mauri","insectivore","1","Murchison et al., 2016",2016
"murchisonHumanActivityHabitat2016","","Active Interaction","Western Sandpiper","Vigilance",-0.191273013919001,0.35311271180834,0.500815183708616,-0.883361211546619,39,"Calidris mauri","insectivore","1","Murchison et al., 2016",2016
"murchisonHumanActivityHabitat2016","","Active Interaction","Semipalmated Plover","Foraging",-0.136698883096482,0.429913021494184,0.705915155516911,-0.979312921709876,33,"Charadrius semipalmatus","herbivore","1","Murchison et al., 2016",2016
"murchisonHumanActivityHabitat2016","","Active Interaction","Semipalmated Plover","Vigilance",0.49504612557911,0.434138874334586,1.34594268356366,-0.355850432405438,33,"Charadrius semipalmatus","herbivore","1","Murchison et al., 2016",2016
"picardiMovementResponsesRoe2019","male","Lethal Interaction","Roe Deer","Movement",-3.57826967029166,1.07765212469128,-1.46611031803369,-5.69042902254963,29,"Capreolus capreolus","herbivore","1","Picardi et al., 2019",2019
"picardiMovementResponsesRoe2019","female","Lethal Interaction","Roe Deer","Movement",-3.32708626627075,0.825259764801524,-1.70960684936977,-4.94456568317173,29,"Capreolus capreolus","herbivore","1","Picardi et al., 2019",2019
"podgorskiSpatiotemporalBehavioralPlasticity2013","","Passive Interaction","Wild Boar","Movement",1.74026575072167,0.524316249799561,2.76790671683792,0.712624784605427,41,"Sus scrofa","herbivore","1","Podgorski et al., 2013",2013
"podgorskiSpatiotemporalBehavioralPlasticity2013","","Passive Interaction","Wild Boar","Movement",-1.35656917257193,0.511415387547427,-0.354213431839383,-2.35892491330449,41,"Sus scrofa","herbivore","1","Podgorski et al., 2013",2013
"proffittContrastingEffectsWolves2009","forested area","Lethal Interaction","Elk","Movement",0.589626140108517,0.372998190011231,1.32068915882916,-0.141436878612124,11,"Cervus elaphus","herbivore","1","Proffitt et al., 2009",2009
"proffittContrastingEffectsWolves2009","grassland","Lethal Interaction","Elk","Movement",2.18205027934804,0.461182238412012,3.08595085694514,1.27814970175093,11,"Cervus elaphus","herbivore","1","Proffitt et al., 2009",2009
"proffittContrastingEffectsWolves2009","hills","Lethal Interaction","Elk","Movement",0.856021907724967,0.38150520980508,1.60375837885732,0.108285436592613,11,"Cervus elaphus","herbivore","1","Proffitt et al., 2009",2009
"severcanEffectsFlockSize2011","rate","Active Interaction","Eurasian Coot","Vigilance",0.755337154536442,0.174757451974142,1.09785546643575,0.412818842637135,12,"Fulica atra","herbivore","1","Severcan et al., 2011",2011
"severcanEffectsFlockSize2011","rate","Active Interaction","Eurasian Coot","Foraging",0.335528422899424,0.170081303459599,0.668881652123866,0.00217519367498109,12,"Fulica atra","herbivore","1","Severcan et al., 2011",2011
"severcanEffectsFlockSize2011","time","Active Interaction","Eurasian Coot","Vigilance",1.26993750461657,0.184959212123641,1.63245089898781,0.907424110245332,12,"Fulica atra","herbivore","1","Severcan et al., 2011",2011
"shannonBehavioralResponsesAssociated2014","","Passive Interaction","Pronghorn","Foraging",-2.93915231474812,0.0734687378567326,-2.79515623455931,-3.08314839493693,25,"Antilocapra americana","herbivore","1","Shannon et al., 2014",2014
"shannonBehavioralResponsesAssociated2014","","Passive Interaction","Elk","Foraging",-2.50454055799545,0.0414874987395501,-2.42322655465728,-2.58585456133362,11,"Cervus elaphus","herbivore","1","Shannon et al., 2014",2014
"zhengDeterminantsVigilanceReintroduced2013","male","Active Interaction","Pere David’s Deer","Vigilance",2.41357176713458,0.364603692583167,3.1281818732279,1.69896166104126,23,"Elaphurus davidianus","herbivore","1","Zheng et al., 2013",2013
"zhengDeterminantsVigilanceReintroduced2013","female","Active Interaction","Pere David’s Deer","Vigilance",0.509600875955607,0.239497347653701,0.97900705174973,0.0401947001614849,23,"Elaphurus davidianus","herbivore","1","Zheng et al., 2013",2013
"bhardwajInducingFearUsing2022","human","Lethal Interaction","Moose","Vigilance",2.0732302326735,0.129015484624849,2.32609593598618,1.82036452936081,21,"Alces alces","herbivore","1","Bhardwaj et al., 2022",2022
"bhardwajInducingFearUsing2022","human","Lethal Interaction","Moose","Foraging",-3.77465326559153,0.171089298799062,-3.43932440180515,-4.1099821293779,21,"Alces alces","herbivore","1","Bhardwaj et al., 2022",2022
"clinchyFearHumanSuper2016","human","Lethal Interaction","Badger","Foraging",-0.130171802010131,0.20224435485725,0.266219849586618,-0.52656345360688,3,"Meles meles","omnivore","2","Clinchy et al., 2016",2016
"clinchyFearHumanSuper2016","human","Lethal Interaction","Badger","Vigilance",-0.0792967307193083,0.202109890945177,0.316831376452556,-0.475424837891173,3,"Meles meles","omnivore","2","Clinchy et al., 2016",2016
"montero-quintanaEcotourismImpactsBehaviour2020","","Active Interaction","Whale Shark","Foraging",-0.229067708168072,0.172060095680146,0.108163882541529,-0.566299298877674,40,"Rhincodon typus","herbivore","1","Montero-Quintana et al., 2020",2020
"montero-quintanaEcotourismImpactsBehaviour2020","","Active Interaction","Whale Shark","Vigilance",0.397278638117931,0.215293540579759,0.819246223758371,-0.0246889475225095,40,"Rhincodon typus","herbivore","1","Montero-Quintana et al., 2020",2020
"rodeBehavioralResponsesBrown2006","salt marsh/male","Active Interaction","Brown Bear","Foraging",-0.722006253949253,0.184484242910348,-0.360423782129833,-1.08358872576867,5,"ursus arctos","omnivore","3","Rode et al., 2006",2006
"rodeBehavioralResponsesBrown2006","salt marsh","Active Interaction","Brown Bear","Foraging",-0.680750516598878,0.256102767154638,-0.178798316634741,-1.18270271656302,5,"ursus arctos","omnivore","3","Rode et al., 2006",2006
"rodeBehavioralResponsesBrown2006","river","Active Interaction","Brown Bear","Foraging",0.323207952830192,0.0844677079272012,0.488761618224155,0.157654287436229,5,"ursus arctos","omnivore","3","Rode et al., 2006",2006
"brosethDisturbanceEffectsHunting2010","","Lethal Interaction","Willow Ptarmigan","Movement",0.901976189087152,0.258397759009658,1.40842649043194,0.395525887742361,NA,"Lagopus lagopus","granivore","1","Broseth et al., 2010",2010
"camillewardPredictorsVigilanceAmerican1997","","Active Interaction","American Crow","Vigilance",1.98443255282381,0.254716088291015,2.48366691215712,1.48519819349049,2,"Corvus brachyrhynchos","omnivore","2","Ward et al., 1997",1997
"cappaEffectsRoadsBehaviour2017","","Passive Interaction","Guanaco","Vigilance",3.46506146051286,0.170526931844219,3.79928810532165,3.13083481570408,16,"Lama guanicoe","herbivore","1","Cappa et al., 2017",2017
"cappaEffectsRoadsBehaviour2017","","Passive Interaction","Guanaco","Foraging",-2.11127914254991,0.13081265238655,-1.85489105515012,-2.36766722994971,16,"Lama guanicoe","herbivore","1","Cappa et al., 2017",2017
"chen-krausHumanLemurCoexistenceMultipleUse2022","","Passive Interaction","Verreaux’s Sifaka","Vigilance",-2.1408665130377,0.248360402130261,-1.65408906967651,-2.6276439563989,38,"Propithecus verreauxi","herbivore","1","Chen-Kraus et al., 2022",2022
"chen-krausHumanLemurCoexistenceMultipleUse2022","","Passive Interaction","Verreaux’s Sifaka","Foraging",1.1844584236828,0.214692458535747,1.60524791016523,0.763668937200382,38,"Propithecus verreauxi","herbivore","1","Chen-Kraus et al., 2022",2022
"cristinavallinoBehaviouralResponsesHuman2019","","Active Interaction","Alpine Chough","Foraging",2.56860675617133,0.153940348688381,2.8703242953681,2.26688921697457,NA,NA,NA,NA,"Vallino et al., 2019",2019
"crosmaryVulnerabilityPredationWater2012","","Lethal Interaction","Impala","Vigilance",2.00383429863082,0.106067570401996,2.2117229165464,1.79594568071524,19,"Aepyceros melampus","herbivore","1","Crosmary et al., 2012",2012
"crosmaryVulnerabilityPredationWater2012","","Lethal Interaction","Greater Kudu","Vigilance",2.00778390878615,0.131476999782514,2.26547409315526,1.75009372441704,15,"Tragelaphus strepsiceros","herbivore","1","Crosmary et al., 2012",2012
"crosmaryVulnerabilityPredationWater2012","","Lethal Interaction","Sable Antelope","Vigilance",1.99695297254458,0.237794714607093,2.46302204888846,1.5308838962007,32,"Hippotragus niger","herbivore","1","Crosmary et al., 2012",2012
"liQuantifyingHumanDisturbance2011","","Active Interaction","Yellowbellied Marmot","Vigilance",1.54951377529157,0.16457800312955,1.87208073407301,1.22694681651013,43,"Marmota flaviventris","herbivore","1","Li et al., 2011",2011
"liQuantifyingHumanDisturbance2011","","Active Interaction","Yellowbellied Marmot","Foraging",-0.922798294058589,0.151825323593134,-0.625226127874906,-1.22037046024227,43,"Marmota flaviventris","herbivore","1","Li et al., 2011",2011
"pecorellaEffectsCullingVigilance2016","","Lethal Interaction","Fallow Deer","Foraging",-1.41830122085853,0.0845643387904347,-1.25255816245283,-1.58404427926422,13,"Dama dama","herbivore","1","Pecorella et al., 2016",2016
"pecorellaEffectsCullingVigilance2016","","Lethal Interaction","Fallow Deer","Vigilance",-0.768182916722581,0.0783312790723039,-0.614656430877909,-0.921709402567253,13,"Dama dama","herbivore","1","Pecorella et al., 2016",2016
"peksaDaytimeActivityBudget2018","","Passive Interaction","Tatra Chamois","Vigilance",-2.11963513753096,0.14727179330955,-1.83098772670562,-2.40828254835631,36,"Rupicapra rupicapra tatrica","herbivore","1","Peksa et al., 2018",2018
"reimersVigilanceFrightBehaviour2011","","Active Interaction","Svalbard Reindeer","Vigilance",0.554353564203254,0.0858174495088227,0.722552674485631,0.386154453920877,35,"Rangifer tarandus platyrhynchus","herbivore","1","Reimers et al., 2011",2011
"reimersVigilanceFrightBehaviour2011","","Active Interaction","Svalbard Reindeer","Vigilance",0.481430775221265,0.0835229370269139,0.645132723677024,0.317728826765507,35,"Rangifer tarandus platyrhynchus","herbivore","1","Reimers et al., 2011",2011
"reimersVigilanceFrightBehaviour2011","","Active Interaction","Svalbard Reindeer","Vigilance",1.34721281313375,0.0932803596685084,1.53003895854896,1.16438666771853,35,"Rangifer tarandus platyrhynchus","herbivore","1","Reimers et al., 2011",2011
"reimersVigilanceFrightBehaviour2011","","Active Interaction","Svalbard Reindeer","Vigilance",1.49892285352639,0.0931863893132491,1.68156482042969,1.3162808866231,35,"Rangifer tarandus platyrhynchus","herbivore","1","Reimers et al., 2011",2011
"shannonRoadTrafficNoise2014","","Passive Interaction","Prairie Dog","Foraging",2.18017685682119,0.399267628399466,2.96272702867687,1.39762668496552,24,"Cynomys ludovicianus","herbivore","1","Shannon et al., 2014",2014
"shannonRoadTrafficNoise2014","","Passive Interaction","Prairie Dog","Vigilance",-1.99753938406497,0.387139567709287,-1.23875977436436,-2.75631899376558,24,"Cynomys ludovicianus","herbivore","1","Shannon et al., 2014",2014
"sonnichsenBehaviouralResponsesEuropean2013","logit","Lethal Interaction","Roe Deer","Vigilance",0.326398170507518,0.153510621609168,0.627273460105845,0.0255228809091921,29,"Capreolus capreolus","herbivore","1","Sonnichsen et al., 2013",2013
"uchidaHabituationSensitizationLongterm2021","","Active Interaction","Yellowbellied Marmot","Vigilance",2.14822613374471,0.0999005657607732,2.344027644671,1.95242462281842,43,"Marmota flaviventris","herbivore","1","Uchida et al., 2021",2021
"jayakodyRedDeerCervus2008","Treatment_1","Active Interaction","Red Deer","Vigilance",1.83037246046213,0.171924336434318,2.16733796793934,1.49340695298492,28,"Cervus elaphus","herbivore","1","Jayakody et al., 2008",2008
"jayakodyRedDeerCervus2008","Treatment_2","Lethal Interaction","Red Deer","Vigilance",6.26641047523256,0.510231019980418,7.26644489818931,5.2663760522758,28,"Cervus elaphus","herbivore","1","Jayakody et al., 2008",2008
"jayakodyRedDeerCervus2008","Treatment_1","Active Interaction","Red Deer","Foraging",-0.338112516269221,0.145365201676619,-0.0532019563776464,-0.623023076160796,28,"Cervus elaphus","herbivore","1","Jayakody et al., 2008",2008
"jayakodyRedDeerCervus2008","Treatment_2","Lethal Interaction","Red Deer","Foraging",-0.796373989617813,0.291080775358226,-0.225866153323695,-1.36688182591193,28,"Cervus elaphus","herbivore","1","Jayakody et al., 2008",2008
"lesmerisesRefugePredationRisk2017","","Passive Interaction","Gaspesie Caribou","Foraging",-0.267759438488756,0.369922551267991,0.457275439065678,-0.99279431604319,14,"Rangifer tarandus caribou","herbivore","1","Lesmerises et al., 2017",2017
"lesmerisesRefugePredationRisk2017","","Passive Interaction","Gaspesie Caribou","Vigilance",-0.796176319286348,0.37759693471334,-0.0560999265754785,-1.53625271199722,14,"Rangifer tarandus caribou","herbivore","1","Lesmerises et al., 2017",2017
"pangleLethalNonlethalAnthropogenic2010","","Lethal Interaction","Spotted Hyena","Vigilance",-0.869595765411566,0.33121456264284,-0.220427151476415,-1.51876437934672,34,"Crocuta crocuta","carnivore","3","Pangle et al., 2010",2010
"smithFearHumanSuper2017","","Lethal Interaction","Puma","Foraging",-0.511045357324857,0.382961810386897,0.239545998487719,-1.26163671313743,27,"Puma concolor","carnivore","3","Smith et al., 2017",2017
